mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.4360024452209473,0.019992171821557173,0.012500143051147461,0.0015111134351564089,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9791666666666666,0.9583333333333334,0.9616724738675958,0.9895470383275261,0.9512195121951219,0.9679878048780488,0.01417064122683014,33
0.779738473892212,0.011198531353851795,0.02310605049133301,0.006976931398216903,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9791666666666666,0.9618055555555556,0.9616724738675958,0.9895470383275261,0.9686411149825784,0.9721665698799846,0.010779494790209836,15
1.1735724925994873,0.05485533475407344,0.029203367233276368,0.0018678408676197058,10,2,150,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 150}",0.9791666666666666,0.9652777777777778,0.9651567944250871,0.9895470383275261,0.9651567944250871,0.972861014324429,0.009943843658569849,14
1.5701190948486328,0.053417908034544034,0.038294410705566405,0.0007493691058020265,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9756944444444444,0.96875,0.9651567944250871,0.9895470383275261,0.9721254355400697,0.9742547425474255,0.00840875556381722,3
0.37312541007995603,0.009574578618542582,0.012597036361694337,0.002307363566908947,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.9722222222222222,0.9583333333333334,0.9581881533101045,0.9860627177700348,0.9651567944250871,0.9679926442121565,0.010410468395296706,30
0.7503851890563965,0.00690409485359559,0.020411252975463867,0.0014947782901596712,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.9722222222222222,0.9652777777777778,0.9581881533101045,0.9790940766550522,0.9686411149825784,0.9686846689895472,0.00696642945718715,29
1.1380533695220947,0.06854294360824571,0.030106449127197267,0.0019719376301587195,10,5,150,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 150}",0.96875,0.9652777777777778,0.9651567944250871,0.9895470383275261,0.975609756097561,0.9728682733255903,0.009162310128535788,12
1.7408932209014893,0.10215841369231407,0.05060138702392578,0.01338560997066902,10,5,200,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.9722222222222222,0.96875,0.9616724738675958,0.9860627177700348,0.975609756097561,0.9728634339914828,0.008053973647918574,13
0.3636984348297119,0.016018215245112107,0.010904264450073243,0.0007986074704554515,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.96875,0.9618055555555556,0.9616724738675958,0.9790940766550522,0.9477351916376306,0.9638114595431668,0.010246881163853278,36
0.7193597316741943,0.015606993355619006,0.02200908660888672,0.0022787219491669426,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.96875,0.9652777777777778,0.9651567944250871,0.9825783972125436,0.9616724738675958,0.9686870886566007,0.007297446264292534,28
1.064919662475586,0.007905778293797367,0.027185440063476562,0.000979228880223946,10,10,150,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 150}",0.9722222222222222,0.9652777777777778,0.9651567944250871,0.9825783972125436,0.9651567944250871,0.9700783972125435,0.006816689528276527,23
1.4343804359436034,0.025839298355856046,0.03938279151916504,0.003447643866532531,10,10,200,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.96875,0.9652777777777778,0.9616724738675958,0.9895470383275261,0.9651567944250871,0.9700808168795974,0.009987194450699628,22
0.4092998504638672,0.01645321632146098,0.012992954254150391,0.003031326894342764,20,2,50,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 50}",0.9756944444444444,0.96875,0.9547038327526133,0.9895470383275261,0.9686411149825784,0.9714672861014325,0.011323696952338078,16
0.8076057434082031,0.009718565213059029,0.021991777420043945,0.0030456347558356464,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.9791666666666666,0.96875,0.9651567944250871,0.9860627177700348,0.9686411149825784,0.9735554587688734,0.007819180946662091,10
1.1756893634796142,0.01076743131064225,0.0313875675201416,0.0028670448189581435,20,2,150,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 150}",0.96875,0.96875,0.9651567944250871,0.9825783972125436,0.9686411149825784,0.9707752613240418,0.00606034874516623,18
1.5732548713684082,0.027060620316682875,0.04027996063232422,0.0029251435636527706,20,2,200,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200}",0.9756944444444444,0.96875,0.9616724738675958,0.9860627177700348,0.975609756097561,0.9735578784359273,0.00811818526305572,8
0.3801158905029297,0.010169334984792281,0.01179814338684082,0.0016910054029318977,20,5,50,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 50}",0.9756944444444444,0.9722222222222222,0.9651567944250871,0.9825783972125436,0.9581881533101045,0.9707680023228804,0.008433365522720337,20
0.7367434978485108,0.00882681436718783,0.0203885555267334,0.0014958093252493568,20,5,100,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.9722222222222222,0.96875,0.9616724738675958,0.9930313588850174,0.9721254355400697,0.9735602981029811,0.010463563623410733,6
1.1186895370483398,0.01238984877156784,0.02858452796936035,0.0010193372746396475,20,5,150,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 150}",0.9791666666666666,0.9652777777777778,0.9651567944250871,0.9895470383275261,0.9721254355400697,0.9742547425474255,0.009229017430074534,3
1.5337846279144287,0.014412440916789573,0.0397911548614502,0.003974869702323208,20,5,200,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 200}",0.9791666666666666,0.9652777777777778,0.9686411149825784,0.9860627177700348,0.975609756097561,0.9749516066589237,0.007417033801929523,1
0.35643491744995115,0.008207591426042394,0.01139369010925293,0.0010191221794375457,20,10,50,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 50}",0.9652777777777778,0.9548611111111112,0.9547038327526133,0.9790940766550522,0.9651567944250871,0.9638187185443282,0.00895070656701332,34
0.730535364151001,0.01391036831199393,0.02078871726989746,0.0023142375797263093,20,10,100,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 100}",0.9722222222222222,0.9513888888888888,0.9651567944250871,0.9895470383275261,0.9686411149825784,0.9693912117692605,0.012303239646165105,24
1.0910900592803956,0.01607212954236632,0.028295373916625975,0.0016554003981617792,20,10,150,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 150}",0.96875,0.9618055555555556,0.9651567944250871,0.9860627177700348,0.9581881533101045,0.9679926442121565,0.009690730602843063,30
1.4371492385864257,0.014387291594983788,0.038787555694580075,0.0024808880550888476,20,10,200,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 200}",0.9652777777777778,0.9652777777777778,0.9651567944250871,0.9860627177700348,0.9616724738675958,0.9686895083236546,0.008795760992089114,26
0.3925516605377197,0.010127482695144347,0.010594034194946289,0.000799548833452758,30,2,50,"{'max_depth': 30, 'min_samples_split': 2, 'n_estimators': 50}",0.9756944444444444,0.96875,0.9547038327526133,0.9895470383275261,0.9686411149825784,0.9714672861014325,0.011323696952338078,16
0.7988936424255371,0.010683878784171394,0.02079353332519531,0.0014730524741858322,30,2,100,"{'max_depth': 30, 'min_samples_split': 2, 'n_estimators': 100}",0.9791666666666666,0.96875,0.9651567944250871,0.9860627177700348,0.9686411149825784,0.9735554587688734,0.007819180946662091,10
1.187729835510254,0.014411309528116666,0.030688953399658204,0.0012440959204296175,30,2,150,"{'max_depth': 30, 'min_samples_split': 2, 'n_estimators': 150}",0.96875,0.96875,0.9651567944250871,0.9825783972125436,0.9686411149825784,0.9707752613240418,0.00606034874516623,18
1.5663284301757812,0.018424281912120203,0.0387779712677002,0.002636930888987583,30,2,200,"{'max_depth': 30, 'min_samples_split': 2, 'n_estimators': 200}",0.9756944444444444,0.96875,0.9616724738675958,0.9860627177700348,0.975609756097561,0.9735578784359273,0.00811818526305572,8
0.3765275001525879,0.010078660448995238,0.011194276809692382,0.0007483156613265035,30,5,50,"{'max_depth': 30, 'min_samples_split': 5, 'n_estimators': 50}",0.9756944444444444,0.9722222222222222,0.9651567944250871,0.9825783972125436,0.9581881533101045,0.9707680023228804,0.008433365522720337,20
0.7517914295196533,0.012509635414789994,0.019594144821166993,0.0013534750162080967,30,5,100,"{'max_depth': 30, 'min_samples_split': 5, 'n_estimators': 100}",0.9722222222222222,0.96875,0.9616724738675958,0.9930313588850174,0.9721254355400697,0.9735602981029811,0.010463563623410733,6
1.1485007286071778,0.024924967248613664,0.029213428497314453,0.0010754442810227344,30,5,150,"{'max_depth': 30, 'min_samples_split': 5, 'n_estimators': 150}",0.9791666666666666,0.9652777777777778,0.9651567944250871,0.9895470383275261,0.9721254355400697,0.9742547425474255,0.009229017430074534,3
1.5353333950042725,0.01678348490829057,0.038807916641235354,0.0034284460275740432,30,5,200,"{'max_depth': 30, 'min_samples_split': 5, 'n_estimators': 200}",0.9791666666666666,0.9652777777777778,0.9686411149825784,0.9860627177700348,0.975609756097561,0.9749516066589237,0.007417033801929523,1
0.36150732040405276,0.006360232637347872,0.01510605812072754,0.009461306800110147,30,10,50,"{'max_depth': 30, 'min_samples_split': 10, 'n_estimators': 50}",0.9652777777777778,0.9548611111111112,0.9547038327526133,0.9790940766550522,0.9651567944250871,0.9638187185443282,0.00895070656701332,34
0.736844539642334,0.014412760575517729,0.019509029388427735,0.000895968130594424,30,10,100,"{'max_depth': 30, 'min_samples_split': 10, 'n_estimators': 100}",0.9722222222222222,0.9513888888888888,0.9651567944250871,0.9895470383275261,0.9686411149825784,0.9693912117692605,0.012303239646165105,24
1.0797223091125487,0.019950395177371242,0.031386947631835936,0.005880840502636075,30,10,150,"{'max_depth': 30, 'min_samples_split': 10, 'n_estimators': 150}",0.96875,0.9618055555555556,0.9651567944250871,0.9860627177700348,0.9581881533101045,0.9679926442121565,0.009690730602843063,30
1.305794620513916,0.12180619016500382,0.035888290405273436,0.012523338005566759,30,10,200,"{'max_depth': 30, 'min_samples_split': 10, 'n_estimators': 200}",0.9652777777777778,0.9652777777777778,0.9651567944250871,0.9860627177700348,0.9616724738675958,0.9686895083236546,0.008795760992089114,26
